Source_ID,Similar_ID,Source_Link,Similar_Link
50,NaN,https://www.flipkart.com/ptron-intunes-pro-bluetooth-headset/p/itm3c3ea2863b6c1?pid=ACCG7DDCZHVTHKPU&lid=LSTACCG7DDCZHVTHKPUOWSPUB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_37&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCG7DDCZHVTHKPU.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,NaN
51,NaN,https://www.flipkart.com/boat-rockerz-255-pro-258-asap-charge-upto-40-hours-playback-bluetooth-headset/p/itma00f193aac766?pid=ACCFZ95MTQSX7NFD&lid=LSTACCFZ95MTQSX7NFDAQLKMO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_25&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCFZ95MTQSX7NFD.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
52,NaN,https://www.flipkart.com/meyaar-dg-beex-metal-in-ear-headset-wired/p/itm61a40b4bf94ef?pid=ACCFTHJEJMYD5VFH&lid=LSTACCFTHJEJMYD5VFH33KRBF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_40&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFTHJEJMYD5VFH.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
53,NaN,https://www.flipkart.com/sony-xb450ap-wired-headset/p/itm09f9f43012bd7?pid=ACCE4BHHFJXWKECY&lid=LSTACCE4BHHFJXWKECYBLDXEB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_16&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCE4BHHFJXWKECY.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
54,NaN,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itme2749c9df098b?pid=ACCGHYDGXBF45BU9&lid=LSTACCGHYDGXBF45BU9Z6QYPM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_29&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDGXBF45BU9.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
55,NaN,https://www.flipkart.com/sony-xb450ap-wired-headset/p/itma04fba678bf42?pid=ACCE4BHH3MFY5Q5Y&lid=LSTACCE4BHH3MFY5Q5Y5RXU4H&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCE4BHH3MFY5Q5Y.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
56,254,https://www.flipkart.com/zebronics-zeb-yoga-90-pro-neckband-bluetooth-headset/p/itmcbcbb47a43955?pid=ACCGBFKVVPTBXQSW&lid=LSTACCGBFKVVPTBXQSWVQ9TQ1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_22&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGBFKVVPTBXQSW.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,https://www.amazon.in/ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09R24HMNW/ref=sr_1_32?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386846&rnid=3837712031&sprefix=%2Caps%2C1567&sr=8-32
57,NaN,https://www.flipkart.com/meyaar-plus-high-bass-in-ear-earphone-wired-headset/p/itmdf3fd10697793?pid=ACCFNZ54YHFPGWVX&lid=LSTACCFNZ54YHFPGWVX1L9FEQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_37&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFNZ54YHFPGWVX.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
58,NaN,https://www.flipkart.com/wings-phantom-380-anc-quad-enc-mic-sync-appt-support-wireless-earbuds-bluetooth-headset/p/itm1245795ec2f36?pid=ACCGMG3ZCVJAP8KQ&lid=LSTACCGMG3ZCVJAP8KQ8MPED8&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGMG3ZCVJAP8KQ.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
59,NaN,https://www.flipkart.com/meyaar-dg-wired-headset/p/itmd25e7a5470329?pid=ACCFPKW4HR7NVGQU&lid=LSTACCFPKW4HR7NVGQU2EP565&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_32&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFPKW4HR7NVGQU.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
60,111,https://www.flipkart.com/zebronics-zeb-calyx-earphone-wired-headset/p/itmb9bcae809b497?pid=ACCFNDNTEACUXNRJ&lid=LSTACCFNDNTEACUXNRJTUAKAC&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_11&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCFNDNTEACUXNRJ.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,https://www.amazon.in/Zebronics-90-Pro-Resistant-Black/dp/B08RJ1VLFK/ref=sr_1_102?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386805&refinements=p_89%3AZEBRONICS&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-102
61,NaN,https://www.flipkart.com/zebronics-zeb-yoga-n2-rgb-30h-playtime-enc-mic-upto-50ms-gaming-mode-ipx4-bluetooth-headset/p/itm6d3733cd30b61?pid=ACCGK8XBZVECZUJ4&lid=LSTACCGK8XBZVECZUJ4JKBDOL&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_36&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGK8XBZVECZUJ4.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
62,NaN,https://www.flipkart.com/sony-wi-c100-25-hours-battery-life-bluetooth-headset/p/itm9d96183677716?pid=ACCGFX8F7GMYQEG7&lid=LSTACCGFX8F7GMYQEG7HZS6EH&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGFX8F7GMYQEG7.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
63,NaN,https://www.flipkart.com/meyaar-ear-headset-mic-wired/p/itm624583e0e7987?pid=ACCFKPM6HGFVCGZH&lid=LSTACCFKPM6HGFVCGZHZUXGPS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFKPM6HGFVCGZH.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
64,NaN,https://www.flipkart.com/zebronics-zeb-evolve-bluetooth-headset/p/itmfa6e0c1eea904?pid=ACCG6Y5GZVWBBYXN&lid=LSTACCG6Y5GZVWBBYXNEWAMLM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_32&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCG6Y5GZVWBBYXN.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
65,NaN,https://www.flipkart.com/boat-rockerz-235-238-pro-upto-20-hours-playback-asap-charge-bluetooth-headset/p/itmb84d726bbbaa2?pid=ACCGBVMGF6TDFQQG&lid=LSTACCGBVMGF6TDFQQGROWKUA&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GIOb9P5T9Gy6jTUcThHEKvhc3RWUrAkPR2KiSXdcI4S4g%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
66,NaN,https://www.flipkart.com/ptron-basspods-281-in-ear-true-wireless-bluetooth-5-1-headphones-deep-bass-touch-control-ipx4-sweat-water-resistant-stereo-calling-passive-noise-canceling-earbuds-black-grey-headset/p/itm8c534f9e42b1e?pid=ACCGY9YGHPVQRYZE&lid=LSTACCGY9YGHPVQRYZETJSEZY&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_39&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGY9YGHPVQRYZE.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,NaN
67,NaN,https://www.flipkart.com/wings-phantom-pro-earbuds-low-latency-game-mode-40h-playtime-50ms-bluetooth-headset/p/itmd5fa56b7ccc81?pid=ACCG8M6GQTEWVN3C&lid=LSTACCG8M6GQTEWVN3CHDK7LO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCG8M6GQTEWVN3C.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
68,NaN,https://www.flipkart.com/meyaar-gu87-wired-headset/p/itm8663d347d3c0f?pid=ACCFSZGUARZ49Y98&lid=LSTACCFSZGUARZ49Y98KDPWGU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFSZGUARZ49Y98.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
69,NaN,https://www.flipkart.com/portronics-por-678-conch-beta-wired-headset/p/itmf445ce9a5f84e?pid=ACCFJWXUE52PZTBG&lid=LSTACCFJWXUE52PZTBGMLQ3GF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_32&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFJWXUE52PZTBG.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
70,NaN,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itm9d500ed843a25?pid=ACCGHYDHHRBFTBQ3&lid=LSTACCGHYDHHRBFTBQ3DCFAYO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_4&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDHHRBFTBQ3.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
71,NaN,https://www.flipkart.com/meyaar-mr-225-metal-in-ear-sport-headset-high-bass-mi-basic-wired/p/itm6e0386117f681?pid=ACCFPJ8QRWWW63NA&lid=LSTACCFPJ8QRWWW63NAOZJZBH&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_2&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFPJ8QRWWW63NA.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
72,NaN,https://www.flipkart.com/portronics-conch-110-ear-mic-wired-headset/p/itm113dfc6b4beb9?pid=ACCGFC9KN6HG6JGU&lid=LSTACCGFC9KN6HG6JGUJEKOEF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_13&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGFC9KN6HG6JGU.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
73,NaN,https://www.flipkart.com/sony-310ap-wired-headset/p/itm2d44c127eb9a1?pid=ACCDQZAU6GBRWYXD&lid=LSTACCDQZAU6GBRWYXDZMUHKT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_12&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCDQZAU6GBRWYXD.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
74,NaN,https://www.flipkart.com/portronics-harmonics-twins-s3-blurtooth-earbuds-upto-20-hours-playback-8mm-drivers-bluetooth-headset/p/itme68481caf312f?pid=ACCGHF6B8KYVQDXM&lid=LSTACCGHF6B8KYVQDXMPWOUGW&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_19&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHF6B8KYVQDXM.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
75,NaN,https://www.flipkart.com/zebronics-zeb-buds-10-wired-headset/p/itma992b03b33d57?pid=ACCFY8KE3EGVEZYM&lid=LSTACCFY8KE3EGVEZYM0OXABT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_9&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCFY8KE3EGVEZYM.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,NaN
76,NaN,https://www.flipkart.com/boat-rockerz-260-beast-mode-enx-tech-asap-charge-bluetooth-headset/p/itm5ecedfcce7660?pid=ACCGD57TGUHJGZU6&lid=LSTACCGD57TGUHJGZU6YYJJHZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_37&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCGD57TGUHJGZU6.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
77,NaN,https://www.flipkart.com/portronics-ear-1-wired-headset/p/itm8e11d1474f77c?pid=ACCG6G858EKYWKQX&lid=LSTACCG6G858EKYWKQX74KQ7D&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_3&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCG6G858EKYWKQX.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
78,NaN,https://www.flipkart.com/meyaar-boom-bass-earbuds-ultra-high-hd-sound-wired-headset/p/itm6b44783166efc?pid=ACCFU5APZGYT9VBK&lid=LSTACCFU5APZGYT9VBKLEORUQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_14&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFU5APZGYT9VBK.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
79,NaN,https://www.flipkart.com/boat-rockerz-510-super-extra-bass-bluetooth-headset/p/itm1c11758d833f7?pid=ACCF5GVPFF3Z6VQY&lid=LSTACCF5GVPFF3Z6VQYY1CB7K&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCF5GVPFF3Z6VQY.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
80,NaN,https://www.flipkart.com/boat-immortal-131-beast-mode-40-hours-playback-enx-tech-bluetooth-headset/p/itma75e7b1f9065f?pid=ACCGHJ97UDEBFFHD&lid=LSTACCGHJ97UDEBFFHDG1CFYU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_22&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCGHJ97UDEBFFHD.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
81,NaN,https://www.flipkart.com/sony-wh-xb910n-30hrs-battery-life-active-noise-cancellation-enabled-bluetooth-headset/p/itm668d0bbb72e6b?pid=ACCGBHRANHMKRMDP&lid=LSTACCGBHRANHMKRMDPVSEZMG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_38&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGBHRANHMKRMDP.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
82,NaN,https://www.flipkart.com/wings-phantom-250-earbuds-game-mode-40ms-low-latency-30-hours-playtime-bluetooth-gaming-headset/p/itm8f261ce7a68a3?pid=ACCGDQ6SJJV63U4H&lid=LSTACCGDQ6SJJV63U4HRQNV4F&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_2&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGDQ6SJJV63U4H.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
83,NaN,https://www.flipkart.com/portronics-ear-1-wired-headset/p/itmc622fdda0e55e?pid=ACCG6HNNQXGVX2RV&lid=LSTACCG6HNNQXGVX2RVTBCQ5M&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_18&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCG6HNNQXGVX2RV.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
84,NaN,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itm3dca22277fa5a?pid=ACCGHYBJTKXJNN5B&lid=LSTACCGHYBJTKXJNN5BBWU8D2&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_15&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYBJTKXJNN5B.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
85,629,https://www.flipkart.com/meyaar-ear-wired-earphone-noise-isolating-stereo-earphoness-headset/p/itmda6e8282ad064?pid=ACCFUGCHEZVBV5EG&lid=LSTACCFUGCHEZVBV5EG6TNH8O&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_6&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUGCHEZVBV5EG.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Splitter/dp/B08DQ85V1K/ref=sr_1_27?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386809&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-27
86,NaN,https://www.flipkart.com/boat-rockerz-255-pro-258-asap-charge-upto-40-hours-playback-bluetooth-headset/p/itm4174f29ad0389?pid=ACCFZ95MY8SGZQRT&lid=LSTACCFZ95MY8SGZQRTXDKJLC&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_2&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GLjePsVBhr1POQ8bz0azs%2Fpr%2BN4Vtnei5lBs19F4%2Ffjew%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
87,NaN,https://www.flipkart.com/sony-wh-ch520-50-hrs-playtime-dsee-upscale-multipoint-connection-dual-pairing-bluetooth-headset/p/itma7f08a6a3e491?pid=ACCGZ4MAXQQBCRDB&lid=LSTACCGZ4MAXQQBCRDBE8ITUV&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_18&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGZ4MAXQQBCRDB.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
88,NaN,https://www.flipkart.com/meyaar-beex-stereo-sound-headphones-mic-volume-control-wired-headset/p/itmd441c8dc28be7?pid=ACCFUWVTPS56JWJH&lid=LSTACCFUWVTPS56JWJH4OI3OM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_26&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUWVTPS56JWJH.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,NaN
89,NaN,https://www.flipkart.com/portronics-conch-80-ear-wired-headset/p/itm353a4ad274615?pid=ACCGD7KN2HB7NPSX&lid=LSTACCGD7KN2HB7NPSXTEAPVF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGD7KN2HB7NPSX.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
90,NaN,https://www.flipkart.com/ptron-basspods-encore-tws-earbuds-50h-playtime-quad-mic-enc-calls-bt5-3-type-c-ipx4-bluetooth-headset/p/itm5c94c11e7d1a1?pid=ACCGHBPZET62KKMW&lid=LSTACCGHBPZET62KKMWKZJFHK&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGHBPZET62KKMW.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,NaN
91,497,https://www.flipkart.com/meyaar-hiper-song-black-headset-hd-sound-mic-all-smartphones-wired/p/itmd15f74749cfc8?pid=ACCFUQX4PC8YZZPJ&lid=LSTACCFUQX4PC8YZZPJHUGWGZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFUQX4PC8YZZPJ.SEARCH&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,https://www.amazon.in/Meyaar-Headphones-Microphone-Earphones-Smartphones/dp/B089DM95YK/ref=sr_1_53?crid=26YCJ7VB7YLJ4&keywords=headphones&qid=1684386811&refinements=p_89%3AMeyaar&rnid=3837712031&s=electronics&sprefix=%2Caps%2C1567&sr=1-53
92,NaN,https://www.flipkart.com/portronics-harmonics-z5-wireless-stereo-neckband-bluetooth-headset/p/itm00742f6bfa81c?pid=ACCGMWKSHRR9MYER&lid=LSTACCGMWKSHRR9MYERPLINRF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGMWKSHRR9MYER.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
93,NaN,https://www.flipkart.com/wings-phantom-pro-orangutan-bluetooth-headset/p/itm909c9d4d19520?pid=ACCGMV7FHUFZSVRR&lid=LSTACCGMV7FHUFZSVRRINPVIU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGMV7FHUFZSVRR.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
94,NaN,https://www.flipkart.com/sony-wi-c100-25-hours-battery-life-bluetooth-headset/p/itm94e24c5959215?pid=ACCGFX8FHA44KUWE&lid=LSTACCGFX8FHA44KUWEP515UJ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_22&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGFX8FHA44KUWE.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,NaN
95,NaN,https://www.flipkart.com/portronics-harmonics-x1-sports-bluetooth-headset/p/itm100e5a3f781ce?pid=ACCGBFKHJY3B6DQX&lid=LSTACCGBFKHJY3B6DQXNQ4OFQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_17&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGBFKHJY3B6DQX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
96,NaN,https://www.flipkart.com/boat-airdopes-131-pro-11mm-drivers-45hrs-playback-asap-charge-quad-mic-enx-bluetooth-headset/p/itm73124ae3e46b1?pid=ACCGDQMA2GDTZHWR&lid=LSTACCGDQMA2GDTZHWR12YWMJ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GJ%2FOaukbNZVVYiwxhW5gJvO3symTDyIEFzCAag%2FfGToVw%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,NaN
97,NaN,https://www.flipkart.com/wings-vader-100-wired-gaming-headset/p/itm8e2b29b9237b2?pid=ACCGBYTHZHVHEWZZ&lid=LSTACCGBYTHZHVHEWZZDQKLX4&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGBYTHZHVHEWZZ.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,NaN
98,NaN,https://www.flipkart.com/portronics-harmonics-z5-wireless-stereo-neckband-bluetooth-headset/p/itm00742f6bfa81c?pid=ACCGMWKSHRR9MYER&lid=LSTACCGMWKSHRR9MYERPLINRF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_2_1&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGMWKSHRR9MYER.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,NaN
