Title,Similar products,Similarity
"Portronics Harmonics Twins 24 Smart TWS Earbuds with Bluetooth 5.0, Upto 15 H Total Playtime, Type-C Charging Port & Voice Assistant(White)",Portronics Harmonics Twins S2 Wireless Sports Earbuds Bluetooth 5.0 I Voice Assistant I 20 Hrs Playtime with Case I Type C Charging (Maroon),0.11502561095179455
"Zebronics Zeb-Sound Bomb 5 Tws V5.0 Bluetooth Truly Wireless In Ear Earbuds With Up To 22H Backup, Flash Connect, Splash Proof, Voice Assistant, Touch Control, 10Mm Driver, With Mic And Type C (White)","Zebronics Zeb-Sound Bomb 3 TWS In Ear Earbuds with Bluetooth v5.2, up to 12H Backup, Flash Connect, Splash Proof, Voice Assistant, stem Touch Control, 13mm Driver, Built in Microphone and Type C(Blue)",0.30081501045604236
"Portronics Conch 80 in Ear Wired Earphones with Mic, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Blue)","Portronics Conch 80 in Ear Wired Earphones with Mic, 3.5mm Jack, 10mm Dynamic Drivers, Extra Bass, Magnetic Latch, Nylon Braided Wire(Black)",1.109677770973976
boAt Bassheads 220 in Ear Wired Earphones(Fiery Orange Indi),boAt Bassheads 225 in Ear Wired Earphones with Mic(Fiery Orange Indi),0.16773135431612196
"pTron Tangent Lite Bluetooth 5.0 Earphones with Mic, Hi-Fi Stereo Sound Neckband, 8Hrs Playtime, Lightweight Snug-fit in-Ear Headphones, IPX4 Water Resistant, Fast Charge & Voice Assistant (Black)","pTron Tangent Evo, 14Hrs Playback, Bluetooth 5.0 Earphones, In-Ear Headphones with Mic, Deep Bass, Clear Calls, IPX4 Water Resistant Neckband, Voice Assistance, Magnetic Earbuds & Fast Charging (Blue)",0.08774452253619774
boAt Bassheads 225 in Ear Wired Earphones with Mic(Forest Green Indi),boAt Bassheads 100 Wired in Ear Earphones with Mic (Mint Green),0.18206179720949098
"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0(Fiery Red)","boAt Rockerz 450 Pro Bluetooth On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Luscious Black)",0.09267849636436723
"Skullcandy Indy ANC True Wireless in-Ear Bluetooth Earbuds, Active Noise Cancellation, Compatible with iPhone and Android, Charging Case and Mic, Best for Gym, Sports, and Gaming - Chill Gray","Skullcandy Dime True Wireless in-Ear Bluetooth Earbuds Compatible with iPhone and Android/Charging Case and Microphone/Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Dark Green",0.09814137361009223
boAt Rockerz 450 Wireless Bluetooth On Ear Headphone with Mic (Luscious Black),"boAt Rockerz 450 Pro Bluetooth Wireless On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Aqua Blue)",0.09992720185327938
"Meyaar Beex Abhinandan Wired Durable Metal Earphones Earbuds with Microphone & Deep Bass Clear Sound Noise Isolating in Ear Headphones, Stereo Ear Buds for Cell Phones, Laptop, Tablet (Metal White)","Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",0.08869078627458792
"JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)","JBL C100SI Wired In Ear Headphones with Mic, JBL Pure Bass Sound, One Button Multi-function Remote, Angled Buds for Comfort fit (Black)",inf
"ZEBRONICS Zeb-Buds 40 Wired Stereo Earphone with Deep bass, in-line Microphone for Calling, Gold Plated 3.5mm Connector, Glossy Finish, 1.2 Meter Durable Cable and Lightweight Design(Red)","ZEBRONICS Zeb-Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Red)",0.08209501631290207
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)",inf
"Meyaar SPN.SP-29 Ultra High Bass Perfume Headset, Wired in-Ear Earphone with Mic (White)",Meyaar SPN SP-04 Wired in-Ear Earphones Wired Headset with Ultra High Bass & Mic (Black),0.12008831720991096
Jabra Engage 50 Stereo Wired Professional UC Headset,Jabra Enterprise Store Evolve2 40 UC Wired On Ear Headphone with Mic (Black),0.047844991455599686
"boAt Rockerz 335 Bluetooth Wireless in Ear Earphones with Qualcomm Aptx & CVC, Upto 30 Hours Playback, ASAP Charge, Signature Sound, Ipx5 and Btv5.0 with Mic (Blue Ocean)","boAt Rockerz 245v2 Bluetooth Wireless in Ear Earphones with Upto 8 Hours Playback, 12mm Drivers, IPX5, Magnetic Eartips, Integrated Controls and Lightweight Design with Mic (Raging Red)",0.10175929406974096
"Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Yellow)","Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Black)",1.6874124094675722
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)","boAt Airdopes 191G True Wireless In Ear Earbuds with ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP, Appealing Case LEDs(Sport Blue)",0.20486864299942686
"Boult Audio Probass Qcharge Bluetooth Wireless in Ear Earphones with Mic with Fast Charging, 20H Battery Life, Ipx5 Water Resistant Neckband (Blue)","Boult Audio ProBass X1-Air Bluetooth Wireless in Ear Earphones with Mic with Fast Charging, 10H Battery Life & Extra Bass, in-Built Mic, IPX5 Water Resistant (Blue)",0.1630505931011662
Skullcandy Jib Wired in-Earphone with Mic (Black) (S2DUYK-343),Skullcandy Jib Plus Wireless in-Earphone with Mic (Red) (S2JPW-M010),0.1845012093762754
"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White",inf
"boAt Airdopes 190 True Wireless in Ear Earbuds with Beast Mode(50ms) for Gaming, 40H Playtime, Breathing LEDs, Signature Sound, Quad Mics ENx Tech, ASAP Charge & BT v5.3(White Sabre)","boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Carbon Black)",0.19167897515391702
"pTron Bassbuds Sports V2 Bluetooth 5.3 Wireless Over Ear Headphone with Mic, Earhooks, 48Hrs Playtime, Snug-fit Design, ENC TWS Earbuds, Immersive Sound, Movie/Music Mode & Type-C Charging (Black)","PTron Bassbuds in-Ear True Wireless Bluetooth 5.0 Headphones with Hi-Fi Deep Bass, 20Hrs Playtime with Case, Ergonomic Sweatproof Earbuds, Noise Isolation, Voice Assistance & Built-in Mic - (White)",0.09160193044610881
"ZEBRONICS Zeb-Yoga 90 Pro Wireless Bluetooth in Ear Neckband Earphone with Rapid Charge,Dual Pairing,Magnetic earpiece,Splash Proof,Type C Charging with Mic (Black)","ZEBRONICS Zeb Evolve Wireless Bluetooth in Ear Neckband Earphone, Rapid Charge, Dual Pairing, Magnetic earpiece,Voice Assistant with Mic (Gray)",0.09631895365423791
"ZEBRONICS Zeb Buds 20 in Ear 3.5mm Wired Stereo Earphones with Mic, 1.2 Metre Cable, 14mm Drivers, in Line Mic & Volume Controller (Gray)","ZEBRONICS Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",0.17941920813335502
Skullcandy Set Sport Wired In-Earphone with Mic (Black/Speckle/Red),Skullcandy Jib Wired In-Earphone with Mic (White/Black),0.1047618476712285
"boAt Rockerz 245 pro Bluetooth in Ear Neckband with Beast Mode(Super Low Latency) for Gaming, ENx Tech for Clear Calls, ASAP Charge, 20HRS Playtime, IPX4, Dual Pairing & BT v5.3(Blue Bliss)","boAt Rockerz 330 Pro in-Ear Bluetooth Neckband with 60HRS Playtime, ASAP Charge, ENx Tech, Signature Sound, BT v5.2, Dual Pairing, IPX5, with Mic (Blazing Yellow)",0.10775919964097258
boAt Bassheads 220 Wired in Ear Earphones(Black Indi),boAt Bassheads 225 in Ear Wired Earphones with Mic(Fiery Orange Indi),0.13463580988772816
"ZEBRONICS Zeb-Evolve Wireless in Ear Neckband Earphone with mic, Supporting Bluetooth v5.0, Voice Assistant, Rapid Charge, Dual Pairing, Magnetic Earpiece (Metallic Yellow)","ZEBRONICS Zeb-Evolve BTv5.0, Voice Assistant, Rapid Charge, Dual Pairing, Call Function, Magnetic Earpiece Bluetooth Wireless in Ear Earphones with Mic (Metallic Green)",0.23202552117873257
"Zebronics ZEB-YOGA Wireless Bluetooth Supporting Earphone With Neckband Supports Magnetic Switch Control, Dual Pairing, Call Function, Voice Assistant, Water Resistant & Upto 21hrs* Playback Time (Blue)","ZEBRONICS Zeb Yoga 90 Plus Wireless in-Ear Neckband Earphone Supporting Bluetooth 5.0, Dual Pairing,Type C Charging,10mm Drivers,Metallic Magnetic Earpiece,Call & Media Controls, Splash Proof(Yellow)",0.0877146710118461
"boAt Airdopes 191G True Wireless In Ear Earbuds with ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP, Appealing Case LEDs(Sport Blue)","boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)",0.20414680995299805
ZEBRONICS Wire Less Ear Buds Zeb Sound Bomb 6,"ZEBRONICS Zeb Sound Bomb 6 Bluetooth Headset  (Black, True Wireless)",0.04925634649152063
"Noise Newly Launched Air Buds 2 Truly Wireless in Ear Earbuds with 40H of Playtime, Instacharge(10 min=240 min), Quad Mic with ENC, 13 mm Driver, and BT v5.3 (Clear White)","Noise Air Buds 2 with 40 Hours Playtime, 13mm Driver, Quad Mic with ENC, & Instacharge Bluetooth Headset  (Black, True Wireless)",0.1485746089448326
Skullcandy Crusher Evo Wireless Over-Ear-Headphone with Rapid Charge Personal Sound App and Built-in Tile Finding Technology with mic (Black),"Skullcandy Hesh Evo Wireless Over-Ear Bluetooth Headphones for iPhone and Android with Mic / 36 Hour Battery Life/Great for Music, School, Workouts, and Gaming/Compact Travel Design - Black",0.05942172711168435
Skullcandy Chops Flex Sports Performance Wired In Ear Earphones With Mic (Royal Blue),Skullcandy Push Ultra Truly Wireless Bluetooth in Ear Earbuds with Mic (Black),0.09057892018057459
Skullcandy Push True Wireless Earbuds (Dark Gray/Black),Skullcandy Mod True Wireless in-Ear Earbuds - True Black,0.13178598351217308
"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Black)","PTron Bassbuds Xtreme, Gaming TWS Earbuds, 32hrs Playtime, Clear Calls, Pinch Control Bluetooth Headset  (Grey & Black, In the Ear)",0.12409932433791862
"boAt Airdopes 191G True Wireless in Ear Earbuds with ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP (White Siberia)","boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)",0.19033714642581914
Skullcandy Riff Wired On Ear Headphone with Mic (Blue),Skullcandy Jib Wired in-Earphone with Mic (Black) (S2DUYK-343),0.06521583508561625
Jabra Elite 85t True Wireless Bluetooth Earbuds – Advanced Noise-Cancelling Earbuds for Calls & Music with Charging Case and 2 Wireless Charging Pads - Grey,"Jabra Elite 4 Active in-Ear Bluetooth Earbuds – True Wireless Earbuds with Secure Active Fit, 4 Built-in Microphones, Active Noise Cancellation and Adjustable HearThrough Technology – Black",0.07842175851992333
"boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)","boAt Nirvana 751 ANC Hybrid Active Noise Cancelling Bluetooth Wireless Over Ear Headphones with Up to 65H Playtime, ASAP Charge, Ambient Sound Mode, Immersive Sound, Carry Pouch(Gunmetal Grey)",inf
"Zebronics Zeb-Bang Foldable Wireless BT Headphone Comes with 40mm Drivers, AUX Connectivity, Call Function, 16Hrs* Playback time & Supports Voice Assistant (Red)","ZEBRONICS Zeb-DUKE1 Bluetooth 5.0 Wireless Over Ear Headphones With Mic, with AUX Port, Call Function, Voice Assistant Support, 34Hr* Battery Backup, Dual Pairing, Media/Volume Control(Black with Red)",0.06819074674738757
"ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Black)","Zebronics Zeb-BRO+ in Ear Wired Earphone with Mic, 3.5mm Jack 1.2meter Cable, Multi Function Button 14mm Driver",0.20972853873506356
"Portronics Harmonics Z5 Wireless Bluetooth Stereo Headset with 33Hrs Playtime, Double EQ Mode, 14.2 mm Dynamic Drivers, Click Action Buttons(Blue)","Portronics Harmonics Z2 Wireless Bluetooth 5.2 Headset with Mic, ENC Noise Cancelling, Upto 30Hrs Playtime, Fast Charging Type C Neckband, Voice Assistant, & in-line Controls (Blue)",0.11768869203073534
"ZEBRONICS Zeb Yoga 90 Plus Wireless in-Ear Neckband Earphone Supporting Bluetooth 5.0, Dual Pairing,Type C Charging,10mm Drivers,Metallic Magnetic Earpiece,Call & Media Controls, Splash Proof(Yellow)","Zebronics Zeb Yoga 101 (Black) Wireless Neckband Earphone with 10mm Neodymium Driver, Dual Pairing, Magnetic Earpiece and Voice Assistant",0.0951843392307339
"ZEBRONICS Zeb-Sound Bomb 1 TWS Earbuds with BT5.0, Up to 12H Playback, Touch Controls, Voice Assistant, Splash Proof with Type C Portable Charging Case (Orange)","ZEBRONICS Zeb-Sound Bomb 5 TWS V5.0 Bluetooth Truly Wireless in Ear Earbuds with Up to 22H Backup, Flash Connect, Splash Proof, Voice Assistant, Touch Control, 10Mm Driver, with Mic and Type C (Pink)",0.1297654725602116
boAt Bassheads 225 in Ear Wired Earphones with Mic(Fiery Orange Indi),boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),0.19375469569321088
boAt Bassheads 100 in Ear Wired Earphones with Mic(Furious Red),boAt Bassheads 220 Wired in Ear Earphones with Mic(Raging Red),0.2221585915170383
"Boult Audio Probass Qcharge Bluetooth Wireless in Ear Earphones with Mic with Fast Charging, 20H Battery Life, Ipx5 Water Resistant Neckband (Black)","Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Blue)",0.15556399544246108
"Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White","Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White",inf
"Portronics Harmonics X1 in-Ear Wireless Bluetooth 5.0 Sports Headset with Powerful Audio Output, 15 Hrs Playtime, with Mic, Magnetic Earbuds, Type C Charging (Black)","Portronics Harmonics X1 Sports Bluetooth Headset  (Black, In the Ear)",0.0936749554730037
"pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (White)","PTron Bassbuds Verse TWS Earbuds, 40H Playtime, ENC Calls, Deep Bass, BT5.3,TypeC,IPX4 Bluetooth Headset  (Black, In the Ear)",0.12416633411999863
"Meyaar Pack of 2 SP-27 High Bass Headset Wired in-Ear Earphone with Mic, Made in India Earphones (Black + White)",Meyaar SP-27 (Pack of 2) Made in India Earphones Wired in-Ear Earphone with Mic (White & Black) (2 Pack),0.22529931105520637
boAt Airdopes 441 Bluetooth Truly Wireless in Ear Earbuds with Mic with Up to 30H Total Playback Iwp Technology Immersive Audioipx7 Water Resistance Super Touch Controls Secure Sports Fit,"boAt Airdopes 500Anc Bluetooth Truly Wireless In Ear Earbuds With Mic With 35Db Hybrid Anc, Detection, Beast Mode For Gaming, With Enx Tech Upto 28 Hrs Playback, Asap Charge, Ambient Mode (Elite Blue)",0.12555579257291632
Skullcandy Indy Evo True Wireless in-Ear Earbud - Limited - Carefree,Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Deep Red),0.08304117260684134
"Boult Audio XCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 20H Playtime, Type-C Fast Charging (15Min=15Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband (Teal Blue)","Boult Audio FXCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 32H Playtime, Type-C Fast Charging (5Min=7Hrs Playtime), Made in India, Biggest 14.2mm Bass Drivers Neckband Ear Phones (Black)",0.3154408696151156
"ZEBRONICS Zeb-Bang PRO Bluetooth v5.0 On Ear Headphone, 30H Backup, Foldable Design, Call Function, Voice Assistant Feature, Built-in Rechargeable Battery, Type C Charging, 40mm Driver and AUX. (Blue)","ZEBRONICS Zeb-DUKE1 Wireless Bluetooth 5.0 Over Ear Headphone with Voice Assistant, AUX Port, Call Function, 34Hrs* Battery Backup, Dual Pairing, Media & Volume Control with mic (Green)",0.09224973629132792
ZEBRONICS Zeb- Sound Bomb 2 Truly Wireless Bluetooth in Ear Earbuds with Mic (Blue),ZEBRONICS Zeb-Duke1 Bluetooth Wireless Over Ear Headphones with Mic (Blue),0.13770944913186625
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Mint Green)","Noise Buds VS104 Pro Truly Wireless in Ear Earbuds with Mic, 40-Hours of Playtime, Quad Mic with ENC, Instacharge, 14.2mm Driver, Hyper Sync, and BT v5.3 (Jet Black)",0.2996078450421103
"Portronics Conch 60 in-Ear Wired Earphone with Mic, 1.2M Cord Length, Type-C Audio Jack(Red)","Portronics Conch 50 in-Ear Wired Earphone with Mic, 3.5mm Audio Jack(Black)",0.1409771042080733
"Skullcandy Jib Bluetooth Truly Wireless in Ear Earbuds with Mic Dual with 22 Hours Total Battery, Ipx4 Sweat and Water Resistant, Noise-Isolating Fit,Call, Track and Volume Control (Chill Grey)","Skullcandy Jib True Wireless Earbuds with 22 Hours Total Battery, IPX4 Sweat and Water Resistant, Use Either Bud Solo, Dual Microphones, Noise-Isolating Fit,Call, Track and Volume Control (Golden Red)",0.28110035372916864
Dylect in-Ear Wired Earphone I Stereo Quality Sound I High Bass I in-Built Mic I 1.2m Tangle Free Cable I 3.5mm Aux Port (Black),Dylect in-Ear Wired Earphone I Stereo Quality Sound I High Bass I in-Built Mic I 1.2m Tangle Free Cable I 3.5mm Aux Port (Black),inf
"Boult Audio X30 True Wireless in Ear Earbuds with 40H Playtime, Quad Mic ENC, 45ms Xtreme Low Latency, Made in India, Type-C Fast Charging, 3 Equalizer Modes (Rock, BoomX, Hi-Fi), BT 5.1 (Warm Grey)","Boult Audio Z25 True Wireless in Ear Earbuds with 32H Playtime, 45ms Low Latency, Type-C Fast Charging (10=150Mins), Made in India, Zen ENC Mic, 13mm Bass Drivers, Bluetooth 5.3 Ear Buds (Blue Moss)",0.14707288662042306
"Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook","Logitech H390 Wired On Ear Headset for PC/Laptop, Stereo Headphones with Noise Cancelling Microphone, USB-A, In-Line Controls, Works with Chromebook",inf
"pTron Studio Over-Ear Bluetooth 5.0 Wireless Headphones with Mic, Hi-Fi Sound with Deep Bass, 12Hrs Playback, Lightweight Wireless Headset, Soft Cushions Earpads, Fast Charging & Aux Port - (Black)","pTron Bassbuds Duo in Ear Earbuds with 32Hrs Total Playtime, Bluetooth 5.1 Wireless, Stereo Audio, Touch Control TWS, with Mic, Type-C Fast Charging, IPX4 & Voice Assistance (Blue)",0.07442033704681761
"Skullcandy Hesh Active Noise Cancellation Wireless Over-Ear Headphone with Up to 22 Hours of Battery, Rapid Charge (10 min = 3 hrs), Built-in Tile Finding Technology (Chill Grey)","Skullcandy Hesh ANC Wireless Over-Ear Headphones, Active Noise Cancelling, Wireless Charging 22 Hours Battery Life - Mob White",0.08875189933073137
"boAt Airdopes 191G Bluetooth Truly Wireless in Ear Earbuds with mic, ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP (Raging Red)","boAt Airdopes 181 True Wireless in Ear Earbuds with Mic ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP(Spirit White)",0.20551565206262196
ZEBRONICS Zeb-Duke Bluetooth Wireless Over Ear Headphone with Mic (Blue),ZEBRONICS Zeb-Duke Bluetooth Wireless Over Ear Headphone with Mic (Black),0.6619095954469475
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx Tech, Beast Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Bold Blue)","boAt Airdopes 191G True Wireless In Ear Earbuds with ENx Tech Equipped Quad Mics, Beast Mode(Low Latency- 65ms) for Gaming, 2x6mm Dual Drivers, 30H Playtime, IPX5, IWP, Appealing Case LEDs(Sport Blue)",0.20414680995299805
"Meyaar SPN UpBeat-1 Earbuds, Wired Headphones with Microphone and Ear Bud Tip Replacements, Universal 3.5 mm Plug for Most Smartphones, Tablets, Noise Isolating, Memory Foam Pads, Deep Bass (Brown)","Meyaar Beex Abhinandan Series Wired Handsfree Stereo Earphones in-Ear Headphones Bass Earbuds, Headset with Mic (2 Pack| White)",0.05858389331788641
"ZEBRONICS Jumbo LITE with 70 Hours Backup, Bluetooth v5.2 Wireless in Ear Neckband, Fast Charging, ENC Calling, Gaming Mode (Upto 50ms), Voice Assistant, Dual Pairing, Splash Proof, and Type C (Grey)","ZEBRONICS Jumbo with 160 H* Playback, ENC, Gaming Mode (Up to 50ms), Fast Charging 10min = 15H*, 1000mAh Built-in Battery, Dual Pairing, Voice Assistant, BT v5.2, Bluetooth Wireless Neckband (Sunset)",0.11449466145230511
ZEBRONICS Wire Less Ear Buds Zeb Sound Bomb 6,"ZEBRONICS Zeb Sound Bomb 6 Bluetooth Headset  (Black, True Wireless)",0.04925634649152063
"boAt Rockerz 450 Captain America Edition 15 Hours Battery, 40mm Drivers, Padded Ear Cushions, Easy Access Controls and Voice Assistant Bluetooth Wireless On Ear Headphones with Mic and (Soldier Blue)","boAt Rockerz 450 Pro Bluetooth Wireless On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant (White Purity)",0.09211399697455783
ZEBRONICS Zeb-Bang Wireless Bluetooth On The Ear Headphone with Mic and Playback time 16 hrs (Black),"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)",0.12422941288115288
Skullcandy Sesh Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Pure Mint),Skullcandy Indy Evo Truly Wireless Bluetooth in Ear Earbuds with Mic (Blue),0.15643985700180613
"pTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Earphones with Mic, 24Hrs Playback, 13mm Drivers, Punchy Bass, Fast Charging Neckband, Voice Assistant, IPX4 & in-line Controls (Black)","pTron Tangent Duo Made in India Bluetooth 5.2 Wireless in-Ear Earphones with Mic, 24Hrs Playback, 13mm Drivers, Punchy Bass, Fast Charging, Voice Assistant, IPX4 & in-line Controls (Black & Blue)",3.8694862635236826
"Noise Newly Launched Bravo Bluetooth Neckband in Ear with Upto 35 Hours of Playtime, Instacharge (10-min Charge=10-hrs Playtime), ESR,10mm Driver, Dual Pairing and BT v5.2 (Cyan Blue)","Noise Tune Active Pro Wireless in Ear Neckband with Upto 60 Hours of Playtime, ESR, Dual Pairing, Low Latency, Instacharge, 10mm Driver, and Bluetooth v5.2 (Cobalt Blue)",0.05711285979446961
"boAt Airdopes 121v2 in-Ear True Wireless Earbuds with Upto 14 Hours Playback, 8MM Drivers, Battery Indicators, Lightweight Earbuds & Multifunction Controls (Active Black, with Mic)","boAt Airdopes 141 Pro True Wireless in Ear Earbuds with 45H Playtime, Quad Mics ENx Tech, 12mm Drivers, ASAP Charge, Beast Mode for Gaming & BT v5.3(Active Black)",0.08401798150953145
"ZEBRONICS Zeb-Bro+ 2 RED 14mm Drivers,in-LINE MIC.in-Ear Design,3.5mm CONNECTER,DEEP BASS,1.2m Cable Extra eartips Pair","ZEBRONICS Zeb-BRO PRO in Ear Wired Stereo Earphones with Mic, 3.5mm Audio Input Jack, 10mm Drivers, in-Line Mic, 1.2 Metre Cable (Green)",0.13967620247864998
Meyaar M-11 Noise Isolating Wired in-Ear Earphone with Mic (Black + Pink (2 Pack)),"Meyaar M-11 Pack of 5 Noise Isolating High Bass Headset Wired in-Ear Earphone with Mic (Black + Light Pink + Dark Pink + Light Grey + Dark Green, 5 Pack)",0.1129004593752002
"Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)","Gaming Headset K8 with Surround Sound, Premium Wired Over Ear Gaming Headphones with Mic & LED Light, Compatible with PS5, PS4, Switch, Xbox Series X|S, PC, Laptop. (White)",inf
"ZEBRONICS Zeb-Sound Bomb G1 Gaming Bluetooth Truly Wireless in Ear Earbuds, 50Ms Low Latency, AAC Support, Flash Connect, Deep Bass, Splash Proof, Voice Assistant, Bt V5.0 with Mic (Red)","ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)",0.1338162535466394
"pTron Tangent Evo, 14Hrs Playback, Bluetooth 5.0 Earphones, In-Ear Headphones with Mic, Deep Bass, Clear Calls, IPX4 Water Resistant Neckband, Voice Assistance, Magnetic Earbuds & Fast Charging (Blue)","pTron Tangent Urban, 60Hrs Playtime, ENC, Bluetooth 5.3 Earphones, Low Latency Gaming, Punchy Bass, in-Ear Wireless Headphones with Mic, Type-C Fast Charging Neckband, IPX4 & Voice Assistance (Black)",0.08770376159554576
