product_key,product_link,Title,Actual_Price,Selling_Price,Brand,Model,Colour,Form_Factor,Connectivity_Type
95,https://www.flipkart.com/portronics-harmonics-x1-sports-bluetooth-headset/p/itm100e5a3f781ce?pid=ACCGBFKHJY3B6DQX&lid=LSTACCGBFKHJY3B6DQXNQ4OFQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_17&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGBFKHJY3B6DQX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonics x1 sport bluetooth headset green in the ear,1999.0,899.0,portronic,harmonic x1 sport,green,in ear,bluetooth
96,https://www.flipkart.com/boat-airdopes-131-pro-11mm-drivers-45hrs-playback-asap-charge-quad-mic-enx-bluetooth-headset/p/itm73124ae3e46b1?pid=ACCGDQMA2GDTZHWR&lid=LSTACCGDQMA2GDTZHWR12YWMJ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_16&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GJ%2FOaukbNZVVYiwxhW5gJvO3symTDyIEFzCAag%2FfGToVw%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat airdope 131 pro with 11 mm drivers45hrs playbackasap charge quad mic enx bluetooth headset royal blue in the ear,2990.0,1299.0,boat,airdopes 131 pro,royal blue,in ear,bluetooth
97,https://www.flipkart.com/wings-vader-100-wired-gaming-headset/p/itm8e2b29b9237b2?pid=ACCGBYTHZHVHEWZZ&lid=LSTACCGBYTHZHVHEWZZDQKLX4&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_30&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGBYTHZHVHEWZZ.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing vader 100 wire gaming headset red on the ear,1799.0,1101.0,wing,vader 100,red,on ear,wire
98,https://www.flipkart.com/portronics-harmonics-z5-wireless-stereo-neckband-bluetooth-headset/p/itm00742f6bfa81c?pid=ACCGMWKSHRR9MYER&lid=LSTACCGMWKSHRR9MYERPLINRF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_2_1&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGMWKSHRR9MYER.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonics z5 wireless stereo neckband bluetooth headset white in the ear,2499.0,699.0,portronic,harmonic z5 wireless stereo neckband,white,in ear,bluetooth
99,https://www.flipkart.com/boat-airdopes-161-asap-charge-10mm-drivers-17-hours-playback-bluetooth-headset/p/itm8a7493150ae4a?pid=ACCG6DS7WDJHGWSH&lid=LSTACCG6DS7WDJHGWSH4INU8G&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&iid=en_fhLeiIhvMktXQdjnUHoSFxBS78Bn1T9HNR6R%2FQzE9GKVhnwXQID4Y3smv1r3oblmBvdpBu%2BnvSLtJaGlZEurAA%3D%3D&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat airdope 161 with asap charge 10 mm driver and 17 hour playback bluetooth headset pebble black true wireless,2490.0,1099.0,boat,airdopes 161,pebble black,in ear,bluetooth
100,https://www.flipkart.com/sony-zx110a-wired-without-mic-headset/p/itmbf3d44e8847dd?pid=ACCDZRSEYPFHAT76&lid=LSTACCDZRSEYPFHAT76H6ZRJB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_9&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCDZRSEYPFHAT76.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony zx110a wire without mic headset white on the ear,1390.0,799.0,sony,mdrzx110 a,white,on ear,wire
101,https://www.flipkart.com/portronics-por-1073-muffs-m-bluetooth-headset/p/itm9e61d97f6f648?pid=ACCFSVH37RYKHUYG&lid=LSTACCFSVH37RYKHUYGKUSMWB&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_26&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFSVH37RYKHUYG.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic por1073 muffs m bluetooth headset grey on the ear,1999.0,1499.0,portronic,por1073 muff m,grey,on ear,bluetooth
102,https://www.flipkart.com/ptron-basspods-buds-plus-bluetooth-headset/p/itm4e08e84990c1b?pid=ACCGMFNWVKK3MEY2&lid=LSTACCGMFNWVKK3MEY2XS2G6U&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_21&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGMFNWVKK3MEY2.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron basspod bud plus bluetooth headset white true wireless,3999.0,999.0,ptron,basspod bud plus,white,in ear,bluetooth
103,https://www.flipkart.com/boat-rockerz-333-upto-30-hours-battery-bluetooth-headset/p/itma95bad9987529?pid=ACCG4BKAJKSNYM9R&lid=LSTACCG4BKAJKSNYM9RZYEXB1&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_10&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG4BKAJKSNYM9R.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat rockerz 333 upto 30 hour battery bluetooth headset cherry black in the ear,2490.0,1399.0,boat,rockerz 333 with asap charge and upto 30 hour playback,cherry black,in ear,bluetooth
104,https://www.flipkart.com/portronics-muffs-m1-wireless-long-playtime-bluetooth-headset/p/itmd1b07dc6afe80?pid=ACCGCGNSGHMCY7YQ&lid=LSTACCGCGNSGHMCY7YQPXOSAQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_23&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGCGNSGHMCY7YQ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic muff m1 wireless with long playtime bluetooth headset black on the ear,2499.0,1499.0,portronic,muff m1 wireless with long playtime,black,on ear,bluetooth
105,https://www.flipkart.com/portronics-por-678-conch-beta-wired-headset/p/itmf445ce9a5f84e?pid=ACCFJWXUE52PZTBG&lid=LSTACCFJWXUE52PZTBGMLQ3GF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_32&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFJWXUE52PZTBG.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic por678 conch beta wire headset white in the ear,599.0,499.0,portronic,por678 conch beta,white,in ear,wire
106,https://www.flipkart.com/sony-ex155-wired-headset/p/itmc31ddc4d87dca?pid=ACCEVAEWU4VHK24E&lid=LSTACCEVAEWU4VHK24EIHXR3J&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_33&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCEVAEWU4VHK24E.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony ex155 wire headset white in the ear,1290.0,1099.0,sony,mdrex155ap,white,in ear,wire
107,https://www.flipkart.com/wings-phantom-345-low-latency-40ms-app-support-50hr-playtime-quad-enc-mic-bluetooth-headset/p/itm6c038abc43dc1?pid=ACCGMG3ZMDH64FA8&lid=LSTACCGMG3ZMDH64FA8NPLXYU&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGMG3ZMDH64FA8.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing phantom 345 with low latency 40ms app support 50hr playtime quad enc mic bluetooth headset white in the ear,2999.0,1499.0,wing,phantom 345,white,in ear,bluetooth
108,https://www.flipkart.com/wings-phantom-430-app-support-40ms-low-latency-enc-upto-50hr-playtime-bluetooth-gaming-headset/p/itm818a9cb12bd02?pid=ACCGH3VME7Z5FFGH&lid=LSTACCGH3VME7Z5FFGHIV1BQX&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGH3VME7Z5FFGH.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing phantom 430 with app support 40ms low latency enc upto 50hr playtime bluetooth gaming headset white black true wireless,2999.0,1499.0,wing,wlphantom430wht,white black,in ear,bluetooth
109,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itm9d500ed843a25?pid=ACCGHYDHHRBFTBQ3&lid=LSTACCGHYDHHRBFTBQ3DCFAYO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDHHRBFTBQ3.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonic z2 30 hour playtime wireless neckband bluetooth headset blue in the ear,1999.0,649.0,portronic,harmonic z2 wireless stereo,blue,in ear,bluetooth
110,https://www.flipkart.com/portronics-conch-80-ear-wired-headset/p/itm353a4ad274615?pid=ACCGD7KN2HB7NPSX&lid=LSTACCGD7KN2HB7NPSXTEAPVF&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGD7KN2HB7NPSX.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic conch 80 in ear wire headset blue in the ear,599.0,449.0,portronic,conch 80 in ear,blue,in ear,wire
111,https://www.flipkart.com/portronics-port-conch-10-wired-headset/p/itmd03b288c43556?pid=ACCGH8ZYDBHWZRWF&lid=LSTACCGH8ZYDBHWZRWFIA16QP&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_40&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH8ZYDBHWZRWF.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic port conch 10 wire headset white in the ear,599.0,400.0,portronic,port conch 10,white,in ear,wire
112,https://www.flipkart.com/portronics-harmonics-z3-wireless-stereo-neckband-bluetooth-headset/p/itm935f74e4652c7?pid=ACCGH625BWGX47QY&lid=LSTACCGH625BWGX47QYFUJ9I0&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_10&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGH625BWGX47QY.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonic z3 wireless stereo neckband bluetooth headset grey in the ear,1999.0,699.0,portronic,harmonic z3 wireless stereo neckband,grey,in ear,bluetooth
113,https://www.flipkart.com/wings-phantom-250-earbuds-game-mode-40ms-low-latency-30-hours-playtime-bluetooth-gaming-headset/p/itm2424b8c91c9e8?pid=ACCGDQ6SBHCVHMCG&lid=LSTACCGDQ6SBHCVHMCGEREWOS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_11&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCGDQ6SBHCVHMCG.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing phantom 250 earbud with game mode 40ms low latency 30 hour playtime bluetooth gaming headset blue in the ear,1399.0,999.0,wing,phantom 250 gaming tws earbud with 40ms low latency 30 hour playtime,blue,in ear,bluetooth
114,https://www.flipkart.com/sony-wh-1000xm4-bluetooth-headset/p/itm2517d207c4dd5?pid=ACCGCVGXYWHPQJGU&lid=LSTACCGCVGXYWHPQJGUUBYCVK&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_29&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGCVGXYWHPQJGU.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony wh1000xm4 bluetooth headset silver on the ear,29990.0,22990.0,sony,wh1000xm4,silver,on ear,bluetooth
115,https://www.flipkart.com/zebronics-zeb-yoga-90-plus-bluetooth-headset/p/itm54e482c68e4bf?pid=ACCG5BCZH6NHBJNE&lid=LSTACCG5BCZH6NHBJNEZVBPDY&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCG5BCZH6NHBJNE.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,zebronic zeb yoga 90 plus bluetooth headset red black in the ear,2299.0,799.0,zebronic,zeb yoga 90 plus,red black,in ear,bluetooth
116,https://www.flipkart.com/sony-wf-1000xm4-36-hrs-playtime-industry-leading-noise-cancellation-bluetooth-headset/p/itm6088446aa5a98?pid=ACCGCVGXEUAZ55SB&lid=LSTACCGCVGXEUAZ55SBBZHUVY&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_31&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGCVGXEUAZ55SB.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony wf1000xm4 with 36 hrs playtime and industry lead noise cancellation bluetooth headset black true wireless,24990.0,16490.0,sony,wf1000xm4,black,in ear,bluetooth
117,https://www.flipkart.com/wings-phantom-wireless-earbuds-50ms-low-latency-game-mode-5-3-bluetooth-headset/p/itmbc7eb058dd936?pid=ACCG8M6GDTGNJBR7&lid=LSTACCG8M6GDTGNJBR7EBUO5Q&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_8&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCG8M6GDTGNJBR7.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing phantom wireless earbud with 50ms low latency game mode 53 bluetooth headset white true wireless,4999.0,999.0,wing,wlphantomwht,white,in ear,bluetooth
118,https://www.flipkart.com/ptron-bassbuds-joy-tws-13mm-drivers-stereo-calls-32hrs-playtime-type-c-charging-bluetooth-headset/p/itm2f28092e89316?pid=ACCGNFUYZPJQFNYA&lid=LSTACCGNFUYZPJQFNYANGUBBI&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGNFUYZPJQFNYA.SEARCH&ppt=sp&ppn=sp&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron bassbuds joy tws with 13 mm driver stereo call 32hrs playtimetypec charge bluetooth headset blue true wireless,2599.0,799.0,ptron,bassbud joy,blue,in ear,bluetooth
119,https://www.flipkart.com/meyaar-fix-series-super-ultra-bass-mic-wired-headset/p/itmcffe1fec03810?pid=ACCFRZS7TCWNH8GV&lid=LSTACCFRZS7TCWNH8GVAGSAVS&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_39&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFRZS7TCWNH8GV.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar fix series with super ultra bass mic wire headset black in the ear,999.0,299.0,meyaar,fix series with super ultra bass mic,black,in ear,wire
120,https://www.flipkart.com/boat-airdopes-161-asap-charge-10mm-drivers-17-20-hours-playback-bluetooth-headset/p/itm44896573d8f03?pid=ACCG6DS7Z2Z8SEAF&lid=LSTACCG6DS7Z2Z8SEAFNUOPJZ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_17&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCG6DS7Z2Z8SEAF.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat airdope 161 with asap charge 10 mm driver and 1720 hour playback bluetooth headset pearl white true wireless,2490.0,1099.0,boat,airdopes 161,pearl white,in ear,bluetooth
121,https://www.flipkart.com/sony-wf-c500-wz-ipx4-20hrs-battery-life-bluetooth-headset/p/itm9045f96c7af16?pid=ACCGA5ZX6FGC38PJ&lid=LSTACCGA5ZX6FGC38PJY5S74S&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_27&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGA5ZX6FGC38PJ.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony wfc500wz in ipx420hrs battery life bluetooth headset white true wireless,8990.0,5900.0,sony,wfc500wz in,white,in ear,bluetooth
122,https://www.flipkart.com/boat-bassheads-100-wired-headset/p/itme5b2ba958e687?pid=ACCF94NHDZAGWDS4&lid=LSTACCF94NHDZAGWDS4PFVPFD&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_4&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCF94NHDZAGWDS4.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat basshead 100 wire headset furious red in the ear,999.0,399.0,boat,basshead 100 basshead 110,furious red,in ear,wire
123,https://www.flipkart.com/sony-wh-ch720n-active-noise-cancelling-50-hrs-battery-life-multipoint-connection-bluetooth-headset/p/itm2372dae5e7e59?pid=ACCGNBYSBGCH5EBB&lid=LSTACCGNBYSBGCH5EBBGYMG47&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_28&otracker=search&otracker1=search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGNBYSBGCH5EBB.SEARCH&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony whch720n active noise cancel 50 hrs battery life multipoint connection bluetooth headset blue on the ear,14990.0,9990.0,sony,whch720,blue,on ear,bluetooth
124,https://www.flipkart.com/portronics-harmonics-z3-wireless-stereo-neckband-bluetooth-headset/p/itmf77e2820652a1?pid=ACCGHYNDF8YFKTYC&lid=LSTACCGHYNDF8YFKTYCCAFHTD&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_16&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYNDF8YFKTYC.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonic z3 wireless stereo neckband bluetooth headset black in the ear,1999.0,699.0,portronic,harmonic z3 wireless stereo neckband,black,in ear,bluetooth
125,https://www.flipkart.com/zebronics-zeb-sound-bomb-g1-gaming-tws-50ms-low-latency-game-mode-bluetooth-headset/p/itm99f2dea7ea703?pid=ACCGAPP3A4V537TG&lid=LSTACCGAPP3A4V537TGHI9COP&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGAPP3A4V537TG.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,zebronic zebsound bomb g1 gaming tws with 50ms low latency game mode bluetooth gaming headset red in the ear,3999.0,999.0,zebronic,zebsound bomb g1,red,in ear,bluetooth
126,https://www.flipkart.com/meyaar-orignal-best-quality-earphone-high-bass-wired-gaming-headset/p/itmd271a43d6e856?pid=ACCFZ96ESAFNSWNR&lid=LSTACCFZ96ESAFNSWNRW5A4YL&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_3&otracker=search&otracker1=search&fm=Search&iid=ae922a5e-6988-4324-8eba-7fb2b24cddff.ACCFZ96ESAFNSWNR.SEARCH&ppt=sp&ppn=sp&ssid=pg9bvgz0ow0000001684389998379&qH=e9698ba16f3a3269,meyaar orignal good quality earphone with high bass wire gaming headset white in the ear,599.0,229.0,meyaar,orignal good quality earphone with high bass,white,in ear,wire
127,https://www.flipkart.com/portronics-harmonics-z6-wireless-sports-bluetooth-headset/p/itmed0ebb2b782a1?pid=ACCGNKRPTGGU8NHZ&lid=LSTACCGNKRPTGGU8NHZRQ3XQQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_34&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGNKRPTGGU8NHZ.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonics z6 wireless sport bluetooth headset black in the ear,2499.0,879.0,portronic,harmonic z6 wireless sport,black,in ear,bluetooth
128,https://www.flipkart.com/portronics-harmonics-x-bluetooth-headset/p/itmb85811e6a0ab1?pid=ACCFTQGXYGB2XGXJ&lid=LSTACCFTQGXYGB2XGXJZW4P9X&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_27&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFTQGXYGB2XGXJ.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonics x bluetooth headset black in the ear,1999.0,1399.0,portronic,harmonic x,black,in ear,bluetooth
129,https://www.flipkart.com/ptron-basspods-flare-tws-bluetooth-headset/p/itmc23577ce81aae?pid=ACCGH5Z9Q2M5GH4G&lid=LSTACCGH5Z9Q2M5GH4GHZ33FG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_24&otracker=search&otracker1=search&iid=4eb3528d-b3ef-42dc-b62b-b07ce3beeaa8.ACCGH5Z9Q2M5GH4G.SEARCH&ssid=jwmmfl1nps0000001684390059829&qH=e9698ba16f3a3269,ptron ptron basspod flare tws bluetooth headset black in the ear,3199.0,999.0,ptron,basspod flare,black,in ear,bluetooth
130,https://www.flipkart.com/zebronics-zeb-sound-bomb-4-bluetooth-headset/p/itm0cb38e159aa76?pid=ACCGFTDWMTG5UTZ9&lid=LSTACCGFTDWMTG5UTZ939U5UE&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&spotlightTagId=FkPickId_0pm%2Ffcn&srno=s_1_35&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGFTDWMTG5UTZ9.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,zebronic zeb sound bomb 4 bluetooth headset white true wireless,3999.0,1679.0,zebronic,zeb sound bomb 4,white,in ear,bluetooth
131,https://www.flipkart.com/zebronics-zeb-sound-bomb-n2-transparent-case-upto-50ms-gaming-mode-enc-mic-bt-v5-2-bluetooth-headset/p/itmde2eadc6c6d0f?pid=ACCGH2KFYAZPFBPZ&lid=LSTACCGH2KFYAZPFBPZ8JJ4DO&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_15&otracker=search&otracker1=search&iid=c4b2f014-7a4d-4694-b934-abdb17c9d797.ACCGH2KFYAZPFBPZ.SEARCH&ssid=ofoxn8uy8w0000001684389996846&qH=e9698ba16f3a3269,zebronic zeb sound bomb n2 transparent case upto 50ms gaming mode enc mic bt v52 bluetooth headset white true wireless,4199.0,1099.0,zebronic,zeb sound bomb n2 transparent case upto 50ms gaming mode enc mic bt v52,white,in ear,bluetooth
132,https://www.flipkart.com/portronics-por-1025-conch-gama-wired-headset/p/itm4ce8492ea3301?pid=ACCFHHR4G5DWDWZU&lid=LSTACCFHHR4G5DWDWZUIIEETQ&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_5&otracker=search&otracker1=search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCFHHR4G5DWDWZU.SEARCH&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic por1025 conch gama wire headset black in the ear,599.0,349.0,portronic,por1025 conch gama,black,in ear,wire
133,https://www.flipkart.com/wings-powerpods-powerbank-function-bluetooth-headset/p/itme5edf38f8ea02?pid=ACCFMYMWSZYMXUWV&lid=LSTACCFMYMWSZYMXUWVCA3HAN&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_20&otracker=search&otracker1=search&iid=3576b5c2-3b37-48a0-ba59-19c844e74621.ACCFMYMWSZYMXUWV.SEARCH&ssid=otvdpaikk00000001684390031295&qH=e9698ba16f3a3269,wing powerpod with powerbank function bluetooth headset black true wireless,9499.0,1499.0,wing,powerpod,black,in ear,bluetooth
134,https://www.flipkart.com/sony-wh-xb910n-30hrs-battery-life-active-noise-cancellation-enabled-bluetooth-headset/p/itmd6a2096146f4d?pid=ACCGBHRAFRJAPTSX&lid=LSTACCGBHRAFRJAPTSXYCZHWT&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_30&otracker=search&otracker1=search&fm=Search&iid=487c6faf-4521-4fcd-9385-19732a94e7ad.ACCGBHRAFRJAPTSX.SEARCH&ppt=sp&ppn=sp&ssid=7shilhzig00000001684389994966&qH=e9698ba16f3a3269,sony whxb910n with 30hrs battery life active noise cancellation enable bluetooth headset black on the ear,19990.0,13990.0,sony,whxb910n,black,on ear,bluetooth
135,https://www.flipkart.com/portronics-harmonics-z2-30-hours-playtime-wireless-neckband-bluetooth-headset/p/itme2749c9df098b?pid=ACCGHYDGXBF45BU9&lid=LSTACCGHYDGXBF45BU9Z6QYPM&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_2_29&otracker=search&otracker1=search&fm=Search&iid=5853baf6-4605-4157-ab5c-f4cdd898e548.ACCGHYDGXBF45BU9.SEARCH&ppt=sp&ppn=sp&ssid=mwwn0wbvog0000001684390003142&qH=e9698ba16f3a3269,portronic harmonic z2 30 hour playtime wireless neckband bluetooth headset red in the ear,1999.0,1099.0,portronic,harmonic z2 wireless stereo,red,in ear,bluetooth
136,https://www.flipkart.com/boat-bassheads-104-wired-headset/p/itm5c227a7bf4884?pid=ACCGF76YH6ZHUGB2&lid=LSTACCGF76YH6ZHUGB2T4YTLG&marketplace=FLIPKART&q=headphones+boat&store=0pm%2Ffcn&srno=s_1_19&otracker=search&otracker1=search&iid=d5a3ae87-0897-4a79-9bb8-54f0edc1114f.ACCGF76YH6ZHUGB2.SEARCH&ssid=re6hens5wg0000001684389993092&qH=e9698ba16f3a3269,boat basshead 104 wire headset blue in the ear,999.0,449.0,boat,basshead 104,blue,in ear,wire
